Application ID,Applicant Name,Email,Intended Major,High School State,Application Fee,Submission Date
1829,ARTHUR PARKER,aparker@dailybugle.com,,NV,"$1,597.70",07/12/2023
1900,arthur MAXIMOFF,amaximoff@stark.com,Physics,," $1,566.41 ",unknown
1780,Steve curry,scurry@outlook.com,Biology,OR,$994.27,pending
1739,peter brown,pbrown@outlook.com,Agriculture,WA,"$1,559.51",05/15/2023
1715,BOB CURRY,bcurry@gmail.com,Engineering,NY,"$1,673.71",03-01-2023
1517,alice BROWN,abrown@edu.org,Agriculture,FL,$486.71,"Dec 04, 2023"
,barry PRINCE,bprince@yahoo.com,Physics,NY,$82.30,03/06/2023
1045,Clark ROGERS,crogers@gmail.com,,AZ,"$1,174.25",12-11-2023
1977,WANDA WAYNE,wwayne@gmail.com,Physics,KS,$816.85,10-21-2023
1157,Wanda Kent,wkent@stark.com,Journalism,AZ,"$1,265.54",03-13-2023
1802,Steve brown,sbrown@outlook.com,Journalism,WA,"$1,610.90",08/24/2023
,sara jane,sjane@yahoo.com,Engineering,NY,"$1,542.86",2023-08-08
1016,Bob DOE,bdoe@skynet.com,Journalism,FL,$739.05,10-06-2023
,sara ROGERS,srogers@dailybugle.com,Physics,TX,$396.04,02/26/2023
1048,PETER KENT,pkent@gmail.com,,FL,"$1,419.57","Jan 08, 2023"
,arthur MAXIMOFF,amaximoff@stark.com,,,$771.87,03-27-2023
,ALICE Jones,ajones@skynet.com,Engineering,CA,$993.27,"Oct 01, 2023"
,hal BROWN,hbrown@edu.org,Agriculture,FL,$6.26,pending
1734,SARA smith,ssmith@yahoo.com,Biology,FL,"$1,171.35",unknown
1740,diana Allen,dallen@edu.org,Business,,"$1,879.97",07/29/2023
1480,steve ROGERS,srogers@yahoo.com,Agriculture,WA,$437.19,"Jul 13, 2023"
1283,BRUCE Jordan,bjordan@edu.org,Computer Science,FL,$945.65,2023/06/09
1774,ARTHUR ALLEN,aallen@stark.com,Computer Science,KS,"$1,243.60",2023-07-15
1706,MARY rogers,mrogers@stark.com,History,NY,$775.15,03/10/2023
1225,DIANA parker,dparker@stark.com,Math,AZ,$946.27,2023-08-20
1026,bruce prince,bprince@edu.org,Art,WA,$988.75,"Dec 02, 2023"
1842,Sara Doe,sdoe@gmail.com,Agriculture,,"$1,383.60","Jul 23, 2023"
1437,alice Jones,ajones@outlook.com,Biology,NV,$534.98,12-20-2023
1371,ARTHUR ROGERS,arogers@outlook.com,Engineering,NJ,$453.56,05-28-2023
,steve SMITH,ssmith@edu.org,Math,WA,"$1,899.87",2023-06-01
1229,Arthur JORDAN,ajordan@edu.org,Engineering,TX,$276.36,2023-09-20
1037,Hal curry,hcurry@outlook.com,Engineering,NV,"$1,896.13",07/28/2023
1669,Bruce Jones,bjones@gmail.com,Math,NV," $1,322.26 ",2023/01/19
,victor BROWN,vbrown@yahoo.com,,FL,"$1,669.90",06/21/2023
1374,Arthur BROWN,abrown@edu.org,Art,AZ," $1,457.09 ","Jun 23, 2023"
1469,HAL CURRY,hcurry@stark.com,Engineering,WA,$131.58,unknown
1198,CHARLIE Jane,cjane@stark.com,Biology,WA,$403.84,03-17-2023
1687,CLARK PRINCE,cprince@skynet.com,Engineering,FL,$154.95,2023-04-21
1916,Alice BROWN,abrown@gmail.com,Journalism,NY,$528.56,10-15-2023
1758,Bruce Wayne,bwayne@stark.com,Journalism,TX," $1,158.74 ",01-18-2023
1783,BOB JONES,bjones@skynet.com,Physics,CA,"$1,298.81",03/03/2023
1194,Peter PARKER,pparker@outlook.com,Biology,NV,"$1,679.71",pending
1920,BRUCE SMITH,bsmith@outlook.com,Art,,$420.41,pending
1930,STEVE PARKER,sparker@skynet.com,Art,WA," $1,392.76 ","Aug 20, 2023"
1503,Bob PARKER,bparker@yahoo.com,History,NY,$852.48,03-26-2023
1687,CLARK PRINCE,cprince@skynet.com,Engineering,FL,$154.95,2023-04-21
1895,bob Smith,bsmith@skynet.com,,TX," $1,794.11 ",2023-09-09
1579,sara prince,sprince@outlook.com,Engineering,OR,"$1,300.58",2023/03/05
1160,Victor JORDAN,vjordan@skynet.com,Journalism,OR,$654.58,02-17-2023
1680,JOHN ROGERS,jrogers@yahoo.com,Biology,FL,$894.17,"Feb 25, 2023"
1162,ALICE JANE,ajane@stark.com,Agriculture,,"$1,916.06",2023/12/19
1705,sara MAXIMOFF,smaximoff@gmail.com,History,FL,$308.28,pending
1756,mary ROGERS,mrogers@stark.com,Biology,OR,"$1,799.10","Jun 15, 2023"
1152,sara Allen,sallen@skynet.com,Computer Science,OR," $1,234.73 ",12-28-2023
1800,VICTOR Doe,vdoe@yahoo.com,History,,$6.84,07-18-2023
1754,Sara STONE,sstone@gmail.com,Biology,NJ,$807.31,"May 16, 2023"
1814,CLARK JONES,cjones@stark.com,Computer Science,,$257.05,unknown
1111,STEVE CONNOR,sconnor@stark.com,Biology,NY,$381.57,2023-08-03
1226,Bruce DOE,bdoe@dailybugle.com,,OR,$280.90,2023-07-29
1883,bruce brown,bbrown@outlook.com,Agriculture,,"$1,919.24",03-16-2023
1103,BOB SMITH,bsmith@stark.com,Art,OR,"$1,777.99",2023/11/25
1421,CLARK PARKER,cparker@gmail.com,Agriculture,KS,$51.92,2023-12-15
1419,SARA Curry,scurry@yahoo.com,,CA,$940.50,08/28/2023
1808,DIANA Jane,djane@gmail.com,Art,NV,"$1,104.64","May 24, 2023"
1586,HAL DOE,hdoe@dailybugle.com,Art,," $1,328.13 ",pending
1076,Wanda Allen,wallen@stark.com,Journalism,TX,$152.76,"Sep 29, 2023"
1672,DIANA WAYNE,dwayne@skynet.com,Agriculture,FL,$224.73,05/28/2023
1119,HAL Stone,hstone@edu.org,History,,$767.15,2023/05/17
,CLARK curry,ccurry@outlook.com,Agriculture,CA,"$1,234.92",2023/12/17
1151,HAL DOE,hdoe@edu.org,,NJ," $1,504.65 ","Feb 02, 2023"
1403,BOB parker,bparker@dailybugle.com,Business,TX,$383.83,06/08/2023
1280,clark stone,cstone@outlook.com,Agriculture,CA,$304.30,2023-01-12
1207,barry Prince,bprince@outlook.com,Engineering,NV," $1,530.95 ",11/04/2023
1658,Barry PARKER,bparker@stark.com,Computer Science,FL," $1,130.80 ","Nov 19, 2023"
1909,clark Jones,cjones@skynet.com,Computer Science,TX,$291.63,"Dec 20, 2023"
1978,JOHN ROGERS,jrogers@dailybugle.com,Computer Science,CA,$805.32,2023/05/01
1008,Diana WAYNE,dwayne@stark.com,,TX,$256.78,2023-10-09
1869,MARY ALLEN,mallen@outlook.com,,TX," $1,567.74 ",12/18/2023
1036,BARRY Maximoff,bmaximoff@edu.org,Art,FL,"$1,661.46",2023-08-19
,WANDA KENT,wkent@skynet.com,Math,,"$1,910.34",2023/01/28
1651,WANDA STONE,wstone@edu.org,History,,$30.37,unknown
1253,SARA JORDAN,sjordan@gmail.com,Art,OR,$341.13,2023-11-04
1303,diana JORDAN,djordan@edu.org,Math,,$397.75,2023/10/15
1910,barry DOE,bdoe@yahoo.com,Art,AZ,"$1,495.47",04-27-2023
1571,Diana Jane,djane@edu.org,Agriculture,NJ,"$1,838.30",2023-12-30
1623,CHARLIE Jones,cjones@outlook.com,Agriculture,FL,"$1,623.42",08/05/2023
1764,Victor PARKER,vparker@skynet.com,Agriculture,TX,"$1,443.10",2023-02-08
1992,VICTOR ROGERS,vrogers@stark.com,Journalism,,"$1,919.60","Mar 18, 2023"
1262,HAL JORDAN,hjordan@skynet.com,Math,KS,$694.95,"Apr 26, 2023"
1610,Steve kent,skent@outlook.com,History,FL,"$1,389.93",unknown
1297,ALICE Prince,aprince@yahoo.com,,WA," $1,942.08 ","Oct 22, 2023"
1414,MARY Doe,mdoe@gmail.com,History,NJ,$575.92,03/08/2023
,alice Jane,ajane@skynet.com,Math,OR,$463.71,2023-04-05
1848,BARRY JORDAN,bjordan@dailybugle.com,Computer Science,OR,$311.40,04-07-2023
1640,diana KENT,dkent@gmail.com,History,AZ,"$1,000.09","Jan 30, 2023"
1956,VICTOR STONE,vstone@dailybugle.com,,CA," $1,877.69 ","Jan 29, 2023"
1550,victor smith,vsmith@outlook.com,Physics,,$104.26,2023-04-19
1851,steve smith,ssmith@edu.org,Art,OR,"$1,989.28",09-07-2023
1488,steve DOE,sdoe@yahoo.com,Math,,$114.91,03/29/2023
1710,Hal MAXIMOFF,hmaximoff@outlook.com,Computer Science,OR," $1,004.12 ",12/31/2023
1147,HAL STONE,hstone@gmail.com,Journalism,AZ,$88.59,"Dec 13, 2023"
1146,wanda PARKER,wparker@yahoo.com,History,TX," $1,430.47 ",02/07/2023
1777,arthur WAYNE,awayne@edu.org,History,FL,$880.71,pending
1740,diana Allen,dallen@edu.org,Business,,"$1,879.97",07/29/2023
1853,victor JANE,vjane@gmail.com,Agriculture,AZ,$776.36,12-01-2023
,WANDA MAXIMOFF,wmaximoff@yahoo.com,History,TX,$809.99,pending
1659,MARY SMITH,msmith@outlook.com,Art,FL,$657.37,2023-07-05
1348,BOB jones,bjones@dailybugle.com,Biology,NJ,$303.21,"Jul 20, 2023"
,Clark ALLEN,callen@edu.org,Biology,AZ,$418.17,11/23/2023
1325,JOHN prince,jprince@skynet.com,Agriculture,NJ,$298.64,2023/01/08
1186,BARRY Doe,bdoe@stark.com,Agriculture,TX,$980.87,"Apr 30, 2023"
,charlie Stone,cstone@outlook.com,History,CA,$847.39,2023/10/05
1919,Mary stone,mstone@dailybugle.com,,AZ,$239.95,03-09-2023
1608,victor WAYNE,vwayne@dailybugle.com,Engineering,CA,$221.61,2023-02-08
1143,BOB wayne,bwayne@outlook.com,Physics,,$869.35,09-05-2023
1751,MARY connor,mconnor@edu.org,Computer Science,KS,$955.96,pending
1947,Sara PRINCE,sprince@edu.org,Engineering,NV," $1,151.42 ",2023/09/16
1197,BRUCE SMITH,bsmith@skynet.com,Agriculture,WA," $1,805.55 ","Sep 15, 2023"
1609,HAL KENT,hkent@yahoo.com,Physics,WA,"$1,273.81","Sep 25, 2023"
1279,Victor JORDAN,vjordan@outlook.com,,NV," $1,529.08 ","Dec 22, 2023"
1293,WANDA ALLEN,wallen@edu.org,Business,KS,"$1,216.83",04/20/2023
1896,bob PRINCE,bprince@edu.org,Engineering,,"$1,704.31",12/22/2023
1400,HAL WAYNE,hwayne@outlook.com,,OR,$854.21,"Feb 09, 2023"
1122,MARY SMITH,msmith@yahoo.com,Math,FL,"$1,433.84",09/19/2023
1183,Bruce prince,bprince@edu.org,Math,NV," $1,589.69 ",01/01/2024
1202,Bruce BROWN,bbrown@dailybugle.com,Computer Science,FL,"$1,826.87",09-06-2023
1438,MARY smith,msmith@stark.com,Computer Science,CA,"$1,014.61",03-02-2023
1246,wanda MAXIMOFF,wmaximoff@stark.com,Physics,FL,$526.47,02-09-2023
1415,PETER prince,pprince@outlook.com,History,FL,$739.28,unknown
1836,bob smith,bsmith@skynet.com,Math,TX,$794.36,2023/01/04
1824,steve SMITH,ssmith@yahoo.com,Agriculture,WA,$981.01,2023-11-20
1974,WANDA JONES,wjones@skynet.com,,AZ,$646.05,2023-07-22
1827,bruce Wayne,bwayne@stark.com,,NV,$981.88,unknown
1954,mary Prince,mprince@skynet.com,,FL,$341.20,"Apr 21, 2023"
1129,sara ROGERS,srogers@gmail.com,Business,TX,$776.84,"Jun 19, 2023"
1637,peter parker,pparker@stark.com,History,,$48.49,2023-02-19
1402,WANDA KENT,wkent@skynet.com,Agriculture,,$300.95,06-03-2023
1844,WANDA Doe,wdoe@stark.com,Biology,NY,"$1,196.10","Aug 30, 2023"
1830,john Prince,jprince@outlook.com,Physics,WA,"$1,110.53",2023-06-10
1735,ALICE curry,acurry@edu.org,Math,AZ,$974.46,10/25/2023
1981,Clark Wayne,cwayne@yahoo.com,Biology,CA,"$1,902.80","Apr 28, 2023"
,SARA Smith,ssmith@gmail.com,Biology,,$276.79,06/18/2023
1641,STEVE kent,skent@stark.com,,KS,"$1,848.35",2023-02-01
1983,hal MAXIMOFF,hmaximoff@skynet.com,Business,AZ,$126.96,08/25/2023
,STEVE ALLEN,sallen@yahoo.com,,WA,"$1,833.53",2023-12-09
1867,steve Allen,sallen@outlook.com,Engineering,,$753.12,pending
1988,Sara Kent,skent@yahoo.com,Journalism,AZ,$343.71,04-24-2023
1624,CLARK prince,cprince@dailybugle.com,Engineering,,"$1,108.57",2023-02-13
1903,ALICE MAXIMOFF,amaximoff@gmail.com,Biology,NY,$949.04,2023/08/26
1819,BARRY WAYNE,bwayne@stark.com,Biology,,$688.45,11-14-2023
1386,JOHN rogers,jrogers@gmail.com,Biology,," $1,335.17 ",2023/03/05
1901,arthur BROWN,abrown@yahoo.com,Business,,$18.45,06-25-2023
1806,hal Parker,hparker@skynet.com,Art,CA," $1,352.38 ",pending
1509,sara DOE,sdoe@dailybugle.com,Computer Science,FL,"$1,752.01",2023-08-07
,alice ROGERS,arogers@yahoo.com,Math,FL,"$1,500.34",09-27-2023
1881,HAL Jordan,hjordan@stark.com,Business,OR,$252.48,"Feb 07, 2023"
1441,WANDA Allen,wallen@outlook.com,Physics,WA,"$1,518.38",2023-11-25
1496,MARY Jordan,mjordan@stark.com,History,FL,$399.97,2023/01/15
1112,VICTOR ROGERS,vrogers@skynet.com,Journalism,OR,"$1,050.95",03/30/2023
1691,Victor MAXIMOFF,vmaximoff@yahoo.com,,OR,"$1,541.49",2023-08-06
1232,Alice prince,aprince@yahoo.com,Engineering,CA,"$1,852.97",12/17/2023
1935,WANDA Jones,wjones@dailybugle.com,Computer Science,WA,"$1,818.67",unknown
1607,ARTHUR Rogers,arogers@stark.com,Computer Science,AZ,$205.49,2023-01-06
1671,peter DOE,pdoe@edu.org,Art,AZ,$469.43,"Sep 29, 2023"
1373,PETER SMITH,psmith@edu.org,Physics,NY,"$1,840.87",09-13-2023
1663,Victor allen,vallen@skynet.com,Computer Science,CA,$147.51,2023/08/18
1908,MARY Doe,mdoe@gmail.com,Journalism,," $1,532.00 ","Aug 27, 2023"
1233,John KENT,jkent@dailybugle.com,Journalism,NV,"$1,476.90",2023-04-10
1938,arthur Doe,adoe@gmail.com,Art,,"$1,375.91",02/20/2023
1845,Barry Brown,bbrown@outlook.com,Physics,OR,"$1,351.42",unknown
1676,SARA Jordan,sjordan@edu.org,History,CA," $1,690.96 ",2023-09-27
1317,bob PRINCE,bprince@skynet.com,History,NY," $1,142.73 ",2023/09/28
1648,CHARLIE SMITH,csmith@gmail.com,Biology,AZ,$768.35,unknown
1410,STEVE stone,sstone@dailybugle.com,Computer Science,AZ,"$1,458.46",06/17/2023
1965,Charlie STONE,cstone@skynet.com,Math,WA,"$1,321.84",10/09/2023
1709,Steve smith,ssmith@stark.com,,NY,"$1,311.74",2023-01-07
1358,BRUCE MAXIMOFF,bmaximoff@yahoo.com,,," $1,687.56 ",2023-09-12
1258,BARRY kent,bkent@outlook.com,Agriculture,NJ," $1,155.30 ",07-23-2023
1744,CLARK Prince,cprince@stark.com,History,OR,$455.36,"Apr 12, 2023"
1627,WANDA maximoff,wmaximoff@skynet.com,,OR," $1,381.19 ",03-04-2023
1632,HAL Doe,hdoe@outlook.com,Agriculture,OR,$553.81,"Jul 03, 2023"
1282,ARTHUR JONES,ajones@stark.com,Math,FL,"$1,791.40",07-15-2023
1376,Peter DOE,pdoe@yahoo.com,Art,CA,"$1,816.89",03-17-2023
1384,mary Parker,mparker@edu.org,Computer Science,CA,$959.04,2023-07-05
1224,Bruce Jones,bjones@gmail.com,Biology,,$824.68,01-01-2023
1101,CHARLIE STONE,cstone@outlook.com,Journalism,FL,$692.05,05-26-2023
1876,Bruce kent,bkent@edu.org,History,,"$1,831.70","Dec 23, 2023"
1472,Victor ALLEN,vallen@outlook.com,Engineering,CA,"$1,035.36",unknown
,clark CONNOR,cconnor@dailybugle.com,Physics,WA,$436.77,08-15-2023
1505,VICTOR BROWN,vbrown@edu.org,Engineering,TX,"$1,105.70",07/14/2023
1639,Charlie JONES,cjones@stark.com,Computer Science,,$461.15,pending
1277,WANDA STONE,wstone@edu.org,Computer Science,KS,$824.41,pending
1797,Steve parker,sparker@stark.com,Computer Science,NY,$483.50,08-13-2023
1999,WANDA prince,wprince@outlook.com,Computer Science,TX," $1,415.13 ",02-24-2023
1973,sara jane,sjane@stark.com,Journalism,,$991.50,06/26/2023
1619,Steve JANE,sjane@stark.com,Physics,CA,$488.74,08/09/2023
,SARA PARKER,sparker@outlook.com,Computer Science,AZ,"$1,047.74",12/19/2023
1864,Charlie ROGERS,crogers@dailybugle.com,Engineering,AZ,"$1,027.04",2023/06/15
1645,JOHN wayne,jwayne@gmail.com,Art,FL,"$1,996.18",07/23/2023
1912,BOB BROWN,bbrown@edu.org,Math,KS,$239.51,11/23/2023
1556,wanda KENT,wkent@yahoo.com,,CA," $1,279.23 ",2023/05/23
1681,BOB Jane,bjane@yahoo.com,Agriculture,AZ,"$1,521.16",2023-09-10
1577,CHARLIE CONNOR,cconnor@stark.com,,AZ,"$1,711.91",12-31-2023
1795,STEVE KENT,skent@dailybugle.com,Physics,FL,$141.05,2023/03/23
1085,Steve PARKER,sparker@stark.com,Math,TX," $1,633.78 ",03-12-2023
1242,DIANA Allen,dallen@gmail.com,,NV,"$1,095.05",04-18-2023
,sara Doe,sdoe@stark.com,History,TX,$620.97,2023-05-27
1940,Charlie ROGERS,crogers@stark.com,Math,CA,$628.23,09/17/2023
1159,VICTOR SMITH,vsmith@yahoo.com,,FL,"$1,522.95",2023-09-08
1524,ARTHUR STONE,astone@gmail.com,Engineering,FL,"$1,402.22",2023-02-19
1035,Bob WAYNE,bwayne@outlook.com,Journalism,,"$1,295.09",08-04-2023
1540,JOHN STONE,jstone@edu.org,Math,WA,$27.80,01-04-2023
1170,Charlie CURRY,ccurry@dailybugle.com,History,,$172.43,"Aug 21, 2023"
1654,CLARK Kent,ckent@yahoo.com,,," $1,368.88 ",10/24/2023
1970,Bruce Kent,bkent@gmail.com,Agriculture,WA,"$1,525.93","Mar 08, 2023"
1923,Victor doe,vdoe@edu.org,Engineering,WA,$539.28,2023/08/13
1913,victor PRINCE,vprince@stark.com,Physics,WA," $1,962.62 ",unknown
1899,PETER rogers,progers@gmail.com,,NJ,$779.12,"Aug 26, 2023"
1733,barry smith,bsmith@edu.org,History,TX,"$1,379.40",2023-05-06
1095,ALICE Jones,ajones@yahoo.com,Agriculture,,$134.47,07/07/2023
,DIANA JANE,djane@yahoo.com,,TX,$706.62,12/17/2023
1240,bruce kent,bkent@skynet.com,,NY,"$1,511.92",12-25-2023
1742,mary Jones,mjones@stark.com,Agriculture,AZ,"$1,172.23","Jan 29, 2023"
1863,CLARK MAXIMOFF,cmaximoff@stark.com,Journalism,OR,"$1,022.88","Dec 19, 2023"
1574,john PRINCE,jprince@gmail.com,Art,,"$1,972.99",01/25/2023
1690,diana JANE,djane@outlook.com,Journalism,AZ," $1,684.38 ",11-21-2023
1460,VICTOR PARKER,vparker@dailybugle.com,Agriculture,KS,$683.26,11/03/2023
1553,STEVE parker,sparker@stark.com,Math,KS,$896.96,unknown
1857,bruce BROWN,bbrown@dailybugle.com,Journalism,OR,$133.64,"Apr 05, 2023"
1944,JOHN Kent,jkent@edu.org,History,WA,"$1,436.36",unknown
1206,Sara DOE,sdoe@edu.org,Agriculture,OR,$604.29,11/16/2023
1392,hal Jane,hjane@outlook.com,Art,OR,"$1,022.83",2023-08-21
1794,BRUCE Kent,bkent@dailybugle.com,Engineering,CA,$831.77,05-23-2023
,Alice DOE,adoe@yahoo.com,Art,NJ,"$1,855.70",2023-05-02
1397,arthur jordan,ajordan@yahoo.com,Art,," $1,375.98 ",02/28/2023
1766,VICTOR jordan,vjordan@yahoo.com,Computer Science,AZ,"$1,888.68",2023-08-16
1914,Diana Stone,dstone@outlook.com,,KS,$636.62,2023-10-23
1217,Mary Jane,mjane@outlook.com,Engineering,NV,$992.71,09/04/2023
1004,ALICE WAYNE,awayne@gmail.com,Art,KS,$425.25,11/26/2023
1768,ARTHUR Kent,akent@dailybugle.com,Art,OR,"$1,516.92",unknown
,ALICE ALLEN,aallen@yahoo.com,Biology,,$993.19,06/29/2023
1964,Bruce WAYNE,bwayne@dailybugle.com,Biology,NJ," $1,656.03 ",07-28-2023
1612,peter jordan,pjordan@edu.org,Computer Science,OR,$374.06,"Dec 05, 2023"
1738,WANDA CURRY,wcurry@stark.com,,NJ,"$1,003.56",09/29/2023
1546,Clark JANE,cjane@stark.com,Business,WA,$262.84,2023-01-11
1725,WANDA WAYNE,wwayne@stark.com,Physics,NY,$13.77,12/13/2023
1985,JOHN JORDAN,jjordan@gmail.com,Biology,KS,"$1,511.13",11/14/2023
1683,bob jane,bjane@yahoo.com,Computer Science,,$848.36,09/26/2023
1098,Bob MAXIMOFF,bmaximoff@dailybugle.com,,NJ," $1,702.72 ","Dec 25, 2023"
1804,PETER PARKER,pparker@skynet.com,Business,NJ,$427.03,"Feb 25, 2023"
1727,WANDA Stone,wstone@outlook.com,Journalism,,$486.14,unknown
1573,Hal JORDAN,hjordan@gmail.com,,KS,$56.10,2023-10-05
1406,CLARK rogers,crogers@stark.com,Business,FL,"$1,871.00",2023-02-24
1502,Diana doe,ddoe@stark.com,History,WA,"$1,042.94",pending
1047,hal Smith,hsmith@dailybugle.com,Agriculture,FL,"$1,036.88","Sep 13, 2023"
,VICTOR brown,vbrown@edu.org,Business,WA,$504.54,01-10-2023
1779,Clark STONE,cstone@gmail.com,Physics,FL,"$1,591.11",2023/02/19
1839,bruce Kent,bkent@edu.org,Business,OR,"$1,968.46",2023/03/26
1200,MARY jane,mjane@outlook.com,Agriculture,OR,$74.93,"Mar 15, 2023"
1134,Steve rogers,srogers@skynet.com,Biology,NY,"$1,890.38",01/04/2023
1027,Mary STONE,mstone@skynet.com,Computer Science,OR," $1,335.16 ",11/01/2023
1946,clark Jones,cjones@outlook.com,Journalism,CA,$373.18,12/12/2023
1230,Arthur parker,aparker@skynet.com,Journalism,KS,"$1,124.56",12-08-2023
1489,HAL connor,hconnor@stark.com,History,OR,$317.56,"Jun 08, 2023"
1772,victor DOE,vdoe@outlook.com,Biology,NJ,$717.18,2023/06/30
1378,bob BROWN,bbrown@skynet.com,Computer Science,,"$1,277.61","Mar 31, 2023"
1288,Barry maximoff,bmaximoff@stark.com,Journalism,NV,"$1,638.10",12/16/2023
1418,victor BROWN,vbrown@dailybugle.com,Business,NJ," $1,225.86 ","May 16, 2023"
1674,alice curry,acurry@gmail.com,History,CA,$617.02,10-21-2023
,Steve JANE,sjane@edu.org,Art,TX,$129.42,2023-06-23
1592,WANDA STONE,wstone@outlook.com,Math,NJ,$614.79,"Aug 01, 2023"
1498,victor jane,vjane@edu.org,History,,"$1,630.17",pending
1138,ARTHUR JANE,ajane@stark.com,Art,CA,"$1,848.32",05-24-2023
1062,Steve jane,sjane@edu.org,Agriculture,NJ,$65.43,08/16/2023
1471,arthur PARKER,aparker@dailybugle.com,Journalism,AZ,$889.25,unknown
1647,mary SMITH,msmith@gmail.com,Physics,NV,$461.07,2023-04-18
1128,charlie WAYNE,cwayne@skynet.com,Journalism,WA,"$1,571.61",08/02/2023
,Wanda JANE,wjane@yahoo.com,Physics,AZ,$516.11,"Apr 04, 2023"
1520,Bob JANE,bjane@yahoo.com,Business,CA,$621.60,04-08-2023
1838,hal PARKER,hparker@stark.com,Engineering,FL," $1,773.30 ",07/04/2023
1139,ALICE Connor,aconnor@gmail.com,Art,WA,"$1,354.07",07-16-2023
,ARTHUR WAYNE,awayne@stark.com,History,FL,$657.12,pending
,Bruce prince,bprince@outlook.com,Physics,AZ,$21.36,06/04/2023
1014,arthur SMITH,asmith@skynet.com,,AZ,$135.92,2023-07-26
1156,MARY KENT,mkent@stark.com,Math,WA,$204.83,2023-05-07
1040,DIANA doe,ddoe@dailybugle.com,Agriculture,,$24.53,09/03/2023
1492,ALICE Wayne,awayne@dailybugle.com,History,WA,"$1,984.78",unknown
1379,charlie PARKER,cparker@stark.com,Agriculture,OR,$449.04,2023-03-20
,Steve DOE,sdoe@stark.com,Journalism,,$295.42,03-14-2023
1763,BARRY WAYNE,bwayne@yahoo.com,,AZ,$452.51,"Mar 19, 2023"
1216,JOHN smith,jsmith@dailybugle.com,Biology,NY,"$1,324.97",11-07-2023
1921,Peter MAXIMOFF,pmaximoff@edu.org,Math,OR," $1,326.24 ",2023-03-16
1791,ALICE Parker,aparker@dailybugle.com,,,"$1,933.54",2023/06/30
1052,CHARLIE Rogers,crogers@stark.com,Computer Science,OR,$30.70,2023/12/02
1878,SARA PRINCE,sprince@gmail.com,History,NY,$134.76,"Apr 02, 2023"
1337,Bruce Kent,bkent@gmail.com,Computer Science,," $1,462.59 ",05/24/2023
1748,john doe,jdoe@dailybugle.com,Art,AZ,$305.21,04/16/2023
1719,BOB rogers,brogers@outlook.com,Agriculture,CA,$311.80,11/16/2023
1724,HAL parker,hparker@edu.org,History,NJ,$129.63,10/23/2023
1295,clark brown,cbrown@outlook.com,Computer Science,AZ," $1,835.76 ",06-16-2023
1701,clark Parker,cparker@yahoo.com,Journalism,WA," $1,316.61 ",06-15-2023
,charlie MAXIMOFF,cmaximoff@yahoo.com,Art,NY,"$1,322.22",06-19-2023
1726,steve Jordan,sjordan@edu.org,Biology,WA," $1,656.62 ",01/21/2023
1461,CHARLIE doe,cdoe@skynet.com,Agriculture,NV,$162.30,unknown
1455,Victor Connor,vconnor@gmail.com,Business,NJ,$751.03,unknown
1270,MARY KENT,mkent@yahoo.com,Physics,CA,$353.21,"Nov 19, 2023"
1815,CHARLIE WAYNE,cwayne@dailybugle.com,Art,," $1,165.51 ","Aug 24, 2023"
1862,SARA Wayne,swayne@edu.org,,,"$1,783.30",pending
1269,Clark wayne,cwayne@edu.org,Journalism,WA,$559.26,2023/03/09
1527,hal Wayne,hwayne@stark.com,Computer Science,WA,$550.43,pending
1201,Hal SMITH,hsmith@outlook.com,Biology,NJ,$621.90,"Dec 23, 2023"
1161,BARRY Jones,bjones@outlook.com,Engineering,AZ,$261.19,06-25-2023
1555,Bob CONNOR,bconnor@skynet.com,Physics,,"$1,143.80",01-05-2023
1729,BRUCE ALLEN,ballen@skynet.com,Agriculture,NJ,$308.88,2023-03-07
1401,DIANA stone,dstone@dailybugle.com,Physics,NV,"$1,725.42","Apr 20, 2023"
1702,john CONNOR,jconnor@outlook.com,Agriculture,CA,$878.02,"Oct 31, 2023"
,Peter PRINCE,pprince@yahoo.com,Physics,NY,$41.99,"Jul 14, 2023"
1821,STEVE CURRY,scurry@gmail.com,Business,OR,$648.74,07/26/2023
1771,Mary Jane,mjane@dailybugle.com,Journalism,OR,"$1,704.47",pending
1105,mary curry,mcurry@edu.org,Business,TX," $1,626.96 ",2023-06-10
1565,Sara Stone,sstone@outlook.com,Journalism,NY," $1,577.71 ",03-18-2023
1389,hal Stone,hstone@gmail.com,Agriculture,NJ,"$1,114.26",06/17/2023
1001,WANDA Kent,wkent@outlook.com,Journalism,,$759.85,"Jun 26, 2023"
1859,CHARLIE CURRY,ccurry@dailybugle.com,Agriculture,TX,$775.72,10-05-2023
1974,WANDA JONES,wjones@skynet.com,,AZ,$646.05,2023-07-22
1561,JOHN JANE,jjane@yahoo.com,Engineering,,"$1,254.77",2023/01/05
1931,MARY Doe,mdoe@dailybugle.com,History,NJ,$921.71,"Apr 26, 2023"
1080,WANDA JANE,wjane@gmail.com,Agriculture,NV,"$1,045.50",2023/07/10
1205,diana DOE,ddoe@dailybugle.com,History,WA," $1,026.56 ",pending
1034,Clark ALLEN,callen@outlook.com,,,$623.91,07/12/2023
1942,CLARK wayne,cwayne@stark.com,Biology,CA,"$1,250.03",2023-04-17
1775,steve allen,sallen@gmail.com,,NV,"$1,400.46","Oct 14, 2023"
,HAL stone,hstone@dailybugle.com,Physics,OR,"$1,888.53","May 07, 2023"
